,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
284,ES,BMW X5,39490.0,59000 ,2018,258 hp,Diesel,Automatic,- (,5.9 
285,ES,BMW X5,39500.0,101161 ,2016,258 hp,Diesel,Automatic,- (,5.9 
286,ES,BMW X5,39900.0,134500 ,2017,258 hp,Diesel,Automatic,- (,5.9 
287,ES,BMW X5,39900.0,87000 ,2018,313 hp,Electric/Gasoline,Automatic,- (,3.3 
288,ES,BMW X5,43990.0,83000 ,2015,381 hp,Diesel,Automatic,- (,6.7 
289,ES,BMW X5,46900.0,55000 ,2018,258 hp,Diesel,Automatic,- (,5.9 
290,ES,BMW X5,47900.0,63548 ,2018,306 hp,Gasoline,Automatic,- (,8.5 
291,ES,BMW X5,57990.0,34000 ,2020,231 hp,Diesel,Automatic,- (,5.8 
292,ES,BMW X5,78900.0,32564 ,2021,286 hp,Diesel,Automatic,- (,6.6 
293,,,,,,218 hp,,,,
294,,,,,,320 hp,,,,
295,ES,BMW X5,7499.0,257000 ,2005,218 hp,Diesel,Automatic,- (,9.4 
296,ES,BMW X5,7500.0,244000 ,2004,218 hp,Gasoline,Automatic,- (,13.1 
297,,,,,,218 hp,,,,
298,,,,,,218 hp,,,,
299,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
300,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
301,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
302,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
303,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
304,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
305,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
306,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
307,ES,BMW X5,9900.0,176666 ,2004,320 hp,Diesel,Automatic,- (,9.4 
308,ES,BMW X5,9900.0,176666 ,2004,218 hp,Diesel,Automatic,- (,9.4 
309,ES,BMW X5,9900.0,176666 ,2004,235 hp,Diesel,Automatic,- (,9.4 
